地区,新增疑似,累计疑似,新增确诊,累计确诊,新增死亡,累计死亡
宁夏回族自治区,6,45,3,43,0,0
新疆维吾尔自治区,16,39,3,39,0,0
台湾省,0,0,5,16,0,0
香港特别行政区,0,0,3,24,0,1
澳门特别行政区,0,0,0,10,0,0
地区,新增疑似,累计疑似,新增确诊,累计确诊,新增死亡,累计死亡
北京市,83,163,18,315,1,2
天津市,132,297,2,81,0,1
河北省,36,81,24,195,0,1
山西省,28,58,8,104,0,0
内蒙古自治区,4,12,1,50,0,0
辽宁省,86,226,5,99,0,0
吉林省,13,67,4,69,0,1
黑龙江省,117,234,19,282,2,5
上海市,120,181,12,281,0,1
江苏省,28,68,31,439,0,0
浙江省,112,345,42,1048,0,0
安徽省,70,140,68,733,0,0
福建省,38,99,15,239,0,0
江西省,69,218,37,698,0,0
山东省,47,100,28,407,0,0
河南省,261,651,67,981,1,4
湖北省,2073,22433,2841,24953,81,699
湖南省,113,154,31,803,0,0
广东省,65,195,57,1075,0,1
广西壮族自治区,123,295,11,183,0,0
海南省,79,203,12,123,0,2
重庆市,162,392,15,426,0,2
四川省,160,432,19,363,0,1
贵州省,24,61,12,89,0,1
云南省,63,144,3,138,0,0
西藏自治区,0,0,0,1,0,0
陕西省,92,321,11,195,0,0
甘肃省,8,23,1,71,1,1
青海省,0,0,0,18,0,0
宁夏回族自治区,4,41,2,45,0,0
新疆维吾尔自治区,4,23,3,42,0,0
台湾省,0,0,0,16,0,0
香港特别行政区,0,0,2,26,0,1
澳门特别行政区,0,0,0,10,0,0
地区,新增疑似,累计疑似,新增确诊,累计确诊,新增死亡,累计死亡
北京市,64,184,11,326,0,2
天津市,123,287,7,88,0,1
河北省,26,76,11,206,1,2
山西省,30,71,12,115,0,0
内蒙古自治区,3,11,4,54,0,0
辽宁省,73,263,6,105,0,0
吉林省,19,56,9,78,0,1
黑龙江省,104,258,26,307,1,6
上海市,99,205,11,292,0,1
江苏省,24,67,29,468,0,0
浙江省,77,345,27,1075,0,0
安徽省,48,126,46,779,1,1
福建省,22,85,11,250,0,0
江西省,52,200,42,740,0,0
山东省,40,88,28,435,1,1
河南省,246,600,53,1033,2,6
湖北省,2067,23638,2147,27100,81,780
湖南省,107,155,35,838,1,1
广东省,62,208,45,1120,0,1
广西壮族自治区,113,283,12,195,1,1
海南省,68,230,6,128,0,2
重庆市,156,409,20,446,0,2
四川省,113,431,23,386,0,1
贵州省,38,82,7,96,0,1
云南省,37,146,2,140,0,0
西藏自治区,0,0,0,1,0,0
陕西省,73,343,13,208,0,0
甘肃省,6,21,10,81,0,1
青海省,0,0,0,18,0,0
宁夏回族自治区,6,36,0,45,0,0
新疆维吾尔自治区,20,38,3,45,0,0
台湾省,0,0,1,17,0,0
香港特别行政区,0,0,0,26,0,1
澳门特别行政区,0,0,0,10,0,0
地区,新增疑似,累计疑似,新增确诊,累计确诊,新增死亡,累计死亡
北京市,94,207,11,337,0,2
天津市,120,292,3,91,0,1
河北省,9,61,12,218,0,2
山西省,18,63,4,119,0,0
内蒙古自治区,3,12,4,58,0,0
辽宁省,81,280,2,107,0,0
吉林省,15,40,2,80,0,1
黑龙江省,65,224,24,331,1,7
上海市,118,223,3,295,0,1
江苏省,25,67,24,492,0,0
浙江省,83,334,29,1104,0,0
安徽省,61,115,51,830,2,3
福建省,24,81,11,261,0,0
江西省,57,183,32,771,1,1
山东省,26,75,24,459,0,1
河南省,223,588,40,1073,0,6
湖北省,2272,18438,2618,29631,91,871
湖南省,88,134,41,879,0,1
广东省,33,169,31,1151,0,1
广西壮族自治区,81,243,15,210,0,1
海南省,50,219,8,136,1,3
重庆市,167,418,22,468,0,2
四川省,141,461,19,405,0,1
贵州省,11,75,13,109,0,1
云南省,38,125,1,141,0,0
西藏自治区,0,0,0,1,0,0
陕西省,88,375,5,213,0,0
甘肃省,2,14,5,85,1,2
青海省,0,0,0,18,0,0
宁夏回族自治区,6,34,4,49,0,0
新疆维吾尔自治区,9,39,4,49,0,0
台湾省,0,0,1,18,0,0
香港特别行政区,0,0,10,36,0,1
澳门特别行政区,0,0,0,10,0,0
地区,新增疑似,累计疑似,新增确诊,累计确诊,新增死亡,累计死亡
北京市,86,236,5,342,1,3
天津市,129,278,5,96,1,2
河北省,15,44,21,239,0,2
山西省,27,58,3,122,0,0
内蒙古自治区,2,10,0,58,0,0
辽宁省,102,331,1,108,0,0
吉林省,24,47,1,81,0,1
黑龙江省,77,181,29,360,1,8
上海市,88,180,7,302,0,1
江苏省,19,64,23,515,0,0
浙江省,63,305,25,1117,0,0
安徽省,33,92,30,860,1,4
福建省,19,72,6,267,0,0
江西省,55,170,32,804,0,1
山东省,28,66,27,486,0,1
河南省,252,573,32,1105,1,7
湖北省,1814,16687,2097,31728,103,974
湖南省,93,136,33,912,0,1
广东省,36,148,26,1177,0,1
广西壮族自治区,114,257,5,215,0,1
海南省,58,187,6,142,0,3
重庆市,164,427,18,486,0,2
四川省,116,475,12,417,0,1
贵州省,10,67,9,118,0,1
云南省,30,109,8,149,0,0
西藏自治区,0,0,0,1,0,0
陕西省,71,389,6,219,0,0
甘肃省,8,20,1,86,0,2
青海省,0,0,0,18,0,0
宁夏回族自治区,2,33,4,53,0,0
新疆维吾尔自治区,1,33,6,55,0,0
台湾省,0,0,0,18,0,0
香港特别行政区,0,0,6,42,0,1
澳门特别行政区,0,0,0,10,0,0
地区,新增疑似,累计疑似,新增确诊,累计确诊,新增死亡,累计死亡
北京市,86,218,10,352,0,3
天津市,150,328,10,106,0,2
河北省,20,43,12,251,0,2
山西省,23,65,2,124,0,0
内蒙古自治区,1,11,2,60,0,0
辽宁省,82,287,3,111,0,0
吉林省,24,57,2,83,0,1
黑龙江省,43,171,18,378,0,8
上海市,124,177,4,306,0,1
江苏省,22,62,28,543,0,0
浙江省,49,263,14,1131,0,0
安徽省,39,79,29,889,0,4
福建省,19,74,5,272,0,0
江西省,37,155,40,844,0,1
山东省,34,71,11,497,0,1
河南省,225,538,30,1135,1,8
湖北省,1685,11295,1638,33366,94,1068
湖南省,94,135,34,946,1,2
广东省,39,135,42,1219,0,1
广西壮族自治区,106,248,7,222,0,1
海南省,66,206,3,145,0,3
重庆市,154,428,19,505,1,3
四川省,123,432,19,436,0,1
贵州省,21,53,13,131,0,1
云南省,28,89,5,154,0,0
西藏自治区,0,0,0,1,0,0
陕西省,35,367,6,225,0,0
甘肃省,6,18,0,86,0,2
青海省,0,0,0,18,0,0
宁夏回族自治区,5,31,5,58,0,0
新疆维吾尔自治区,2,31,4,59,0,0
台湾省,0,0,0,18,0,0
香港特别行政区,0,0,7,49,0,1
澳门特别行政区,0,0,0,10,0,0
地区,新增疑似,累计疑似,新增确诊,累计确诊,新增死亡,累计死亡
北京市,61,194,14,366,0,3
天津市,152,354,6,112,1,3
河北省,11,37,14,265,1,3
山西省,24,72,2,126,0,0
内蒙古自治区,3,13,1,61,0,0
辽宁省,86,306,5,116,1,1
吉林省,12,55,1,84,0,1
黑龙江省,56,146,17,395,1,9
上海市,95,183,7,313,0,1
江苏省,17,59,27,570,0,0
浙江省,28,196,14,1145,0,0
安徽省,38,69,22,910,1,5
福建省,16,69,7,279,0,0
江西省,25,120,28,872,0,1
山东省,21,69,9,506,1,2
河南省,192,479,34,1169,2,10
湖北省,1377,9028,14840,48206,242,1310
湖南省,60,96,22,968,0,2
广东省,29,123,22,1241,1,2
广西壮族自治区,81,251,0,222,1,2
海南省,60,176,12,157,1,4
重庆市,148,441,13,518,0,3
四川省,94,367,15,451,0,1
贵州省,17,50,4,135,0,1
云南省,45,100,1,155,0,0
西藏自治区,0,0,0,1,0,0
陕西省,53,304,4,229,0,0
甘肃省,3,23,1,87,0,2
青海省,0,0,0,18,0,0
宁夏回族自治区,3,28,6,64,0,0
新疆维吾尔自治区,0,27,4,63,1,1
台湾省,0,0,0,18,0,0
香港特别行政区,0,0,1,50,0,1
澳门特别行政区,0,0,0,10,0,0
地区,新增疑似,累计疑似,新增确诊,累计确诊,新增死亡,累计死亡
北京市,54,167,6,372,0,3
天津市,172,387,7,119,0,3
河北省,12,39,18,283,0,3
山西省,24,71,0,126,0,0
内蒙古自治区,1,12,2,63,0,0
辽宁省,66,262,1,117,0,1
吉林省,10,39,2,86,0,1
黑龙江省,35,133,23,418,2,11
上海市,81,156,5,318,0,1
江苏省,14,49,23,593,0,0
浙江省,22,121,10,1155,0,0
安徽省,16,52,24,934,1,6
福建省,23,73,2,281,0,0
江西省,43,106,28,900,0,1
山东省,37,83,13,519,0,2
河南省,207,474,15,1184,1,11
湖北省,1154,6169,4823,51986,116,1318
湖南省,53,67,20,988,0,2
广东省,8,17,20,1261,0,2
广西壮族自治区,79,232,4,226,0,2
海南省,32,170,0,157,0,4
重庆市,138,427,11,529,1,4
四川省,77,326,12,463,0,1
贵州省,16,47,5,140,0,1
云南省,29,96,7,162,0,0
西藏自治区,0,0,0,1,0,0
陕西省,37,267,1,230,0,0
甘肃省,0,12,3,90,0,2
青海省,0,0,0,18,0,0
宁夏回族自治区,5,30,3,67,0,0
新疆维吾尔自治区,5,25,2,65,0,1
台湾省,0,0,0,18,0,0
香港特别行政区,0,0,3,53,0,1
澳门特别行政区,0,0,0,10,0,0
地区,新增疑似,累计疑似,新增确诊,累计确诊,新增死亡,累计死亡
北京市,51,155,3,375,1,4
天津市,128,357,1,120,0,3
河北省,8,33,8,291,0,3
山西省,12,62,1,127,0,0
内蒙古自治区,7,16,5,68,0,0
辽宁省,66,257,2,119,0,1
吉林省,8,27,2,88,0,1
黑龙江省,48,135,7,425,0,11
上海市,87,143,8,326,0,1
江苏省,3,41,11,604,0,0
浙江省,23,88,7,1162,0,0
安徽省,13,45,16,950,0,6
福建省,6,55,4,285,0,0
江西省,21,60,13,913,0,1
山东省,27,73,11,530,0,2
河南省,153,408,28,1212,2,13
湖北省,1216,5534,2420,54406,139,1457
湖南省,50,70,13,1001,0,2
广东省,9,12,33,1294,0,2
广西壮族自治区,44,181,9,235,0,2
海南省,36,141,5,162,0,4
重庆市,98,313,8,537,1,5
四川省,72,310,7,470,0,1
贵州省,4,38,3,143,0,1
云南省,39,103,6,168,0,0
西藏自治区,0,0,0,1,0,0
陕西省,37,245,2,232,0,0
甘肃省,4,12,0,90,0,2
青海省,0,0,0,18,0,0
宁夏回族自治区,3,29,3,70,0,0
新疆维吾尔自治区,4,26,5,70,0,1
台湾省,0,0,0,18,0,0
香港特别行政区,0,0,3,56,0,1
澳门特别行政区,0,0,0,10,0,0
地区,新增疑似,累计疑似,新增确诊,累计确诊,新增死亡,累计死亡
北京市,35,122,5,380,0,4
天津市,109,348,2,122,0,3
河北省,2,26,9,300,0,3
山西省,15,43,1,128,0,0
内蒙古自治区,4,19,2,70,0,0
辽宁省,69,275,1,120,0,1
吉林省,16,37,1,89,0,1
黑龙江省,44,122,20,445,0,11
上海市,75,142,2,328,0,1
江苏省,9,32,13,617,0,0
浙江省,23,82,5,1167,0,0
安徽省,6,32,12,962,0,6
福建省,2,39,2,287,0,0
江西省,7,31,13,925,0,1
山东省,22,66,7,537,0,2
河南省,137,345,19,1231,0,13
湖北省,1036,5243,1843,56249,139,1596
湖南省,36,65,3,1004,1,3
广东省,2,2,22,1316,0,2
广西壮族自治区,49,156,2,237,0,2
海南省,30,141,0,162,0,4
重庆市,75,246,7,544,0,5
四川省,46,213,11,481,2,3
贵州省,8,42,1,144,0,1
云南省,37,108,1,169,0,0
西藏自治区,0,0,0,1,0,0
陕西省,15,189,4,236,0,0
甘肃省,1,10,0,90,0,2
青海省,0,0,0,18,0,0
宁夏回族自治区,5,30,0,70,0,0
新疆维吾尔自治区,3,22,1,71,0,1
台湾省,0,0,0,18,0,0
香港特别行政区,0,0,0,56,0,1
澳门特别行政区,0,0,0,10,0,0
地区,新增疑似,累计疑似,新增确诊,累计确诊,新增死亡,累计死亡
北京市,33,116,1,381,0,4
天津市,88,285,2,124,0,3
河北省,2,13,1,301,0,3
山西省,5,32,1,129,0,0
内蒙古自治区,3,17,2,72,0,0
辽宁省,45,243,1,121,0,1
吉林省,9,36,0,89,0,1
黑龙江省,27,108,12,457,0,11
上海市,67,117,3,331,0,1
江苏省,3,22,9,626,0,0
浙江省,13,70,4,1171,0,0
安徽省,9,34,11,973,0,6
福建省,3,31,3,290,0,0
江西省,2,19,5,930,0,1
山东省,21,67,4,541,0,2
河南省,112,298,15,1246,3,16
湖北省,909,4826,1933,58182,100,1696
湖南省,14,24,2,1006,0,3
广东省,1,1,6,1322,2,4
广西壮族自治区,26,122,1,238,0,2
海南省,27,119,0,162,0,4
重庆市,63,183,7,551,0,5
四川省,40,178,14,495,0,3
贵州省,2,34,2,146,0,1
云南省,22,100,2,171,0,0
西藏自治区,0,0,0,1,0,0
陕西省,15,111,4,240,0,0
甘肃省,0,10,1,91,0,2
青海省,0,0,0,18,0,0
宁夏回族自治区,0,28,0,70,0,0
新疆维吾尔自治区,2,20,2,73,0,1
台湾省,0,0,2,20,1,1
香港特别行政区,0,0,1,57,0,1
澳门特别行政区,0,0,0,10,0,0
地区,新增疑似,累计疑似,新增确诊,累计确诊,新增死亡,累计死亡
北京市,49,128,6,387,0,4
天津市,83,249,1,125,0,3
河北省,1,6,1,302,1,4
山西省,6,26,1,130,0,0
内蒙古自治区,0,16,1,73,0,0
辽宁省,64,191,0,121,0,1
吉林省,14,34,0,89,0,1
黑龙江省,32,101,7,464,0,11
上海市,65,97,2,333,0,1
江苏省,4,22,3,629,0,0
浙江省,15,58,1,1172,0,0
安徽省,7,20,9,982,0,6
福建省,2,27,2,292,0,0
江西省,0,11,3,933,0,1
山东省,17,61,2,543,0,2
河南省,102,220,11,1257,3,19
湖北省,788,4194,1807,59989,93,1789
湖南省,15,22,1,1007,1,4
广东省,0,0,6,1328,0,4
广西壮族自治区,21,93,4,242,0,2
海南省,22,114,1,163,0,4
重庆市,50,162,2,553,0,5
四川省,28,157,13,508,0,3
贵州省,2,23,0,146,0,1
云南省,18,83,1,172,0,0
西藏自治区,0,0,0,1,0,0
陕西省,22,79,0,240,0,0
甘肃省,0,2,0,91,0,2
青海省,0,0,0,18,0,0
宁夏回族自治区,4,27,0,70,0,0
新疆维吾尔自治区,1,19,1,76,0,1
台湾省,0,0,2,22,0,1
香港特别行政区,0,0,3,60,0,1
澳门特别行政区,0,0,0,10,0,0
地区,新增疑似,累计疑似,新增确诊,累计确诊,新增死亡,累计死亡
北京市,58,145,6,393,0,4
天津市,62,215,3,128,0,3
河北省,0,0,4,306,0,4
山西省,3,22,1,131,0,0
内蒙古自治区,3,17,2,75,0,0
辽宁省,64,168,0,121,0,1
吉林省,11,36,1,90,0,1
黑龙江省,21,75,6,470,1,12
上海市,78,127,0,333,0,1
江苏省,0,20,2,631,0,0
浙江省,9,53,1,1173,0,0
安徽省,0,13,4,986,0,6
福建省,4,25,1,293,0,0
江西省,0,6,1,934,0,1
山东省,8,38,1,544,1,3
河南省,121,225,5,1262,0,19
湖北省,596,3462,1693,61682,132,1921
湖南省,12,17,1,1008,0,4
广东省,1,1,3,1331,1,5
广西壮族自治区,12,69,2,244,0,2
海南省,14,86,0,163,0,4
重庆市,41,129,2,555,0,5
四川省,30,105,6,514,0,3
贵州省,2,19,0,146,1,2
云南省,16,64,1,173,0,0
西藏自治区,0,0,0,1,0,0
陕西省,19,66,2,242,0,0
甘肃省,0,2,0,91,0,2
青海省,0,0,0,18,0,0
宁夏回族自治区,0,25,1,71,0,0
新疆维吾尔自治区,0,18,0,76,0,1
台湾省,0,0,0,22,0,1
香港特别行政区,0,0,2,62,0,1
澳门特别行政区,0,0,0,10,0,0
地区,新增疑似,累计疑似,新增确诊,累计确诊,新增死亡,累计死亡
北京市,25,125,2,395,0,4
天津市,57,200,2,130,0,3
河北省,0,0,1,307,1,5
山西省,1,11,0,131,0,0
内蒙古自治区,0,17,0,75,0,0
辽宁省,26,155,0,121,0,1
吉林省,9,31,1,91,0,1
黑龙江省,4,23,6,476,0,12
上海市,56,115,0,333,1,2
江苏省,1,13,0,631,0,0
浙江省,6,35,2,1175,0,0
安徽省,0,11,1,987,0,6
福建省,0,18,0,293,1,1
江西省,0,4,1,934,0,1
山东省,10,38,2,546,1,4
河南省,66,174,4,1265,0,19
湖北省,880,3456,775,62457,108,2029
湖南省,5,7,2,1010,0,4
广东省,1,1,1,1332,0,5
广西壮族自治区,17,65,1,245,0,2
海南省,16,71,5,168,0,4
重庆市,45,98,5,560,0,5
四川省,21,85,6,520,0,3
贵州省,2,14,0,146,0,2
云南省,21,61,0,172,1,1
西藏自治区,0,0,0,1,0,0
陕西省,8,52,3,245,1,1
甘肃省,0,0,0,91,0,2
青海省,0,0,0,18,0,0
宁夏回族自治区,0,25,0,71,0,0
新疆维吾尔自治区,0,17,0,76,0,1
台湾省,0,0,2,24,0,1
香港特别行政区,0,0,3,65,1,2
澳门特别行政区,0,0,0,10,0,0
地区,新增疑似,累计疑似,新增确诊,累计确诊,新增死亡,累计死亡
北京市,41,114,1,396,0,4
天津市,37,173,1,131,0,3
河北省,0,0,1,308,0,5
山西省,5,11,1,132,0,0
内蒙古自治区,0,16,0,75,0,0
辽宁省,20,77,0,121,0,1
吉林省,4,18,0,91,0,1
黑龙江省,1,1,3,479,0,12
上海市,62,107,1,334,0,2
江苏省,1,12,0,631,0,0
浙江省,4,26,28,1203,1,1
安徽省,1,7,1,988,0,6
福建省,0,6,0,293,0,1
江西省,0,2,0,934,0,1
山东省,14,30,202,748,0,4
河南省,31,103,2,1267,0,19
湖北省,1279,4094,631,63088,115,2144
湖南省,5,7,1,1011,0,4
广东省,1,1,1,1333,0,5
广西壮族自治区,15,67,1,246,0,2
海南省,16,59,0,168,0,4
重庆市,28,71,7,567,1,6
四川省,15,56,5,525,0,3
贵州省,3,11,0,146,0,2
云南省,21,58,2,174,1,2
西藏自治区,0,0,0,1,0,0
陕西省,8,46,0,245,0,1
甘肃省,1,1,0,91,0,2
青海省,0,0,0,18,0,0
宁夏回族自治区,1,21,0,71,0,0
新疆维吾尔自治区,0,11,0,76,0,1
台湾省,0,0,0,24,0,1
香港特别行政区,0,0,3,68,0,2
澳门特别行政区,0,0,0,10,0,0
地区,新增疑似,累计疑似,新增确诊,累计确诊,新增死亡,累计死亡
北京市,26,104,3,399,0,4
天津市,31,131,2,133,0,3
河北省,0,0,1,309,1,6
山西省,2,12,0,132,0,0
内蒙古自治区,0,15,0,75,0,0
辽宁省,14,40,0,121,0,1
吉林省,7,20,0,91,0,1
黑龙江省,0,1,0,479,0,12
上海市,48,100,0,334,1,3
江苏省,0,11,0,631,0,0
浙江省,4,19,2,1205,0,1
安徽省,0,4,1,989,0,6
福建省,0,2,0,293,0,1
江西省,0,2,0,934,0,1
山东省,3,25,2,750,0,4
河南省,25,69,3,1270,0,19
湖北省,1125,4490,366,63454,106,2250
湖南省,2,4,2,1013,0,4
广东省,1,1,6,1339,0,5
广西壮族自治区,6,56,3,249,0,2
海南省,11,46,0,168,0,4
重庆市,15,40,5,572,0,6
四川省,21,53,1,526,0,3
贵州省,2,10,0,146,0,2
云南省,14,59,0,174,0,2
西藏自治区,0,0,0,1,0,0
陕西省,3,34,0,245,0,1
甘肃省,0,0,0,91,0,2
青海省,0,0,0,18,0,0
宁夏回族自治区,1,11,0,71,0,0
新疆维吾尔自治区,0,6,0,76,1,2
台湾省,0,0,2,26,0,1
香港特别行政区,0,0,0,68,0,2
澳门特别行政区,0,0,0,10,0,0
地区,新增疑似,累计疑似,新增确诊,累计确诊,新增死亡,累计死亡
北京市,35,100,0,399,0,4
天津市,51,141,2,135,0,3
河北省,0,0,2,311,0,6
山西省,1,11,0,132,0,0
内蒙古自治区,0,14,0,75,0,0
辽宁省,13,34,0,121,0,1
吉林省,7,19,0,91,0,1
黑龙江省,0,0,1,480,0,12
上海市,52,99,1,335,0,3
江苏省,0,11,0,631,0,0
浙江省,2,19,0,1205,0,1
安徽省,0,4,0,989,0,6
福建省,0,0,0,293,0,1
江西省,0,0,0,934,0,1
山东省,2,18,4,754,0,4
河南省,12,43,1,1271,0,19
湖北省,631,3363,630,64084,96,2346
湖南省,0,0,3,1016,0,4
广东省,0,0,3,1342,1,6
广西壮族自治区,12,58,0,249,0,2
海南省,14,36,0,168,0,4
重庆市,21,38,1,573,0,6
四川省,15,51,0,526,0,3
贵州省,0,8,0,146,0,2
云南省,11,45,0,174,0,2
西藏自治区,0,0,0,1,0,0
陕西省,2,25,0,245,0,1
甘肃省,0,0,0,91,0,2
青海省,0,0,0,18,0,0
宁夏回族自治区,1,7,0,71,0,0
新疆维吾尔自治区,0,4,0,76,0,2
台湾省,0,0,0,26,0,1
香港特别行政区,0,0,1,69,0,2
澳门特别行政区,0,0,0,10,0,0
地区,新增疑似,累计疑似,新增确诊,累计确诊,新增死亡,累计死亡
北京市,30,94,0,399,0,4
天津市,22,108,0,135,0,3
河北省,0,0,0,311,0,6
山西省,4,12,0,132,0,0
内蒙古自治区,0,14,0,75,0,0
辽宁省,15,38,0,121,0,1
吉林省,7,20,2,93,0,1
黑龙江省,0,0,0,480,0,12
上海市,36,90,0,335,0,3
江苏省,0,11,0,631,0,0
浙江省,5,19,0,1205,0,1
安徽省,0,4,0,989,0,6
福建省,1,1,0,293,0,1
江西省,0,0,0,934,0,1
山东省,1,17,1,755,0,4
河南省,9,22,0,1271,0,19
湖北省,450,2770,398,64287,149,2495
湖南省,1,1,0,1016,0,4
广东省,0,0,3,1345,0,6
广西壮族自治区,4,46,2,251,0,2
海南省,10,37,0,168,1,5
重庆市,8,32,2,575,0,6
四川省,8,36,1,527,0,3
贵州省,2,9,0,146,0,2
云南省,7,32,0,174,0,2
西藏自治区,0,0,0,1,0,0
陕西省,0,11,0,245,0,1
甘肃省,0,0,0,91,0,2
青海省,0,0,0,18,0,0
宁夏回族自治区,0,7,0,71,0,0
新疆维吾尔自治区,0,3,0,76,0,2
台湾省,0,0,2,28,0,1
香港特别行政区,0,0,5,74,0,2
澳门特别行政区,0,0,0,10,0,0
地区,新增疑似,累计疑似,新增确诊,累计确诊,新增死亡,累计死亡
北京市,18,73,1,400,0,4
天津市,38,90,0,135,0,3
河北省,0,0,0,311,0,6
山西省,0,10,1,133,0,0
内蒙古自治区,0,13,0,75,0,0
辽宁省,9,36,0,121,0,1
吉林省,14,27,0,93,0,1
黑龙江省,0,0,0,480,0,12
上海市,30,64,0,335,0,3
江苏省,0,11,0,631,0,0
浙江省,1,17,0,1205,0,1
安徽省,0,2,0,989,0,6
福建省,0,0,1,294,0,1
江西省,0,0,0,934,0,1
山东省,0,14,0,755,2,6
河南省,5,16,0,1271,0,19
湖北省,373,2292,499,64786,68,2563
湖南省,1,2,0,1016,0,4
广东省,0,0,2,1347,1,7
广西壮族自治区,3,21,1,252,0,2
海南省,9,38,0,168,0,5
重庆市,13,25,1,576,0,6
四川省,7,28,2,529,0,3
贵州省,0,3,0,146,0,2
云南省,9,26,0,174,0,2
西藏自治区,0,0,0,1,0,0
陕西省,0,8,0,245,0,1
甘肃省,0,0,0,91,0,2
青海省,0,0,0,18,0,0
宁夏回族自治区,0,5,0,71,0,0
新疆维吾尔自治区,0,3,0,76,0,2
台湾省,0,0,2,30,0,1
香港特别行政区,0,0,7,81,0,2
澳门特别行政区,0,0,0,10,0,0
地区,新增疑似,累计疑似,新增确诊,累计确诊,新增死亡,累计死亡
北京市,21,57,0,400,0,4
天津市,14,75,0,135,0,3
河北省,0,0,1,312,0,6
山西省,1,9,0,133,0,0
内蒙古自治区,0,11,0,75,0,0
辽宁省,6,24,0,121,0,1
吉林省,2,18,0,93,0,1
黑龙江省,0,0,0,480,0,12
上海市,46,78,1,336,0,3
江苏省,0,9,0,631,0,0
浙江省,2,13,0,1205,0,1
安徽省,0,0,0,989,0,6
福建省,0,0,0,294,0,1
江西省,0,0,0,934,0,1
山东省,1,4,1,756,0,6
河南省,1,4,0,1271,0,19
湖北省,311,2067,401,65187,52,2615
湖南省,1,2,0,1016,0,4
广东省,0,0,0,1347,0,7
广西壮族自治区,2,10,0,252,0,2
海南省,6,33,0,168,0,5
重庆市,9,23,0,576,0,6
四川省,7,20,2,531,0,3
贵州省,0,2,0,146,0,2
云南省,7,23,0,174,0,2
西藏自治区,0,0,0,1,0,0
陕西省,0,2,0,245,0,1
甘肃省,0,0,0,91,0,2
青海省,0,0,0,18,0,0
宁夏回族自治区,2,5,0,71,0,0
新疆维吾尔自治区,0,2,0,76,0,2
台湾省,0,0,1,31,0,1
香港特别行政区,0,0,4,85,0,2
澳门特别行政区,0,0,0,10,0,0
地区,新增疑似,累计疑似,新增确诊,累计确诊,新增死亡,累计死亡
北京市,10,46,10,410,1,5
天津市,20,53,0,135,0,3
河北省,0,0,5,317,0,6
山西省,1,9,0,133,0,0
内蒙古自治区,0,11,0,75,0,0
辽宁省,14,29,0,121,0,1
吉林省,2,3,0,93,0,1
黑龙江省,0,0,0,480,1,13
上海市,33,74,1,337,0,3
江苏省,0,8,0,631,0,0
浙江省,0,10,0,1205,0,1
安徽省,0,0,0,989,0,6
福建省,0,0,2,296,0,1
江西省,0,0,0,934,0,1
山东省,0,2,0,756,0,6
河南省,2,4,1,1272,1,20
湖北省,403,2019,409,65596,26,2641
湖南省,0,0,1,1017,0,4
广东省,0,0,0,1347,0,7
广西壮族自治区,0,5,0,252,0,2
海南省,4,24,0,168,0,5
重庆市,11,22,0,576,0,6
四川省,4,14,3,534,0,3
贵州省,1,2,0,146,0,2
云南省,3,17,0,174,0,2
西藏自治区,0,0,0,1,0,0
陕西省,0,0,0,245,0,1
甘肃省,0,0,0,91,0,2
青海省,0,0,0,18,0,0
宁夏回族自治区,0,4,1,72,0,0
新疆维吾尔自治区,0,2,0,76,0,2
台湾省,0,0,1,32,0,1
香港特别行政区,0,0,6,91,0,2
澳门特别行政区,0,0,0,10,0,0
地区,新增疑似,累计疑似,新增确诊,累计确诊,新增死亡,累计死亡
北京市,12,38,0,410,2,7
天津市,24,55,1,136,0,3
河北省,0,0,1,318,0,6
山西省,0,5,0,133,0,0
内蒙古自治区,0,10,0,75,0,0
辽宁省,22,44,0,121,0,1
吉林省,3,5,0,93,0,1
黑龙江省,0,0,0,480,0,13
上海市,36,64,0,337,0,3
江苏省,0,8,0,631,0,0
浙江省,0,6,0,1205,0,1
安徽省,0,0,1,990,0,6
福建省,0,0,0,296,0,1
江西省,0,0,1,935,0,1
山东省,0,1,0,756,0,6
河南省,1,4,0,1272,0,20
湖北省,332,1989,318,65914,41,2682
湖南省,0,0,0,1017,0,4
广东省,2,2,1,1348,0,7
广西壮族自治区,0,2,0,252,0,2
海南省,5,22,0,168,0,5
重庆市,6,19,0,576,0,6
四川省,4,13,4,538,0,3
贵州省,1,3,0,146,0,2
云南省,4,12,0,174,0,2
西藏自治区,0,0,0,1,0,0
陕西省,0,0,0,245,0,1
甘肃省,0,0,0,91,0,2
青海省,0,0,0,18,0,0
宁夏回族自治区,0,4,0,72,0,0
新疆维吾尔自治区,0,2,0,76,1,3
台湾省,0,0,0,32,0,1
香港特别行政区,0,0,2,93,0,2
澳门特别行政区,0,0,0,10,0,0
地区,新增疑似,累计疑似,新增确诊,累计确诊,新增死亡,累计死亡
北京市,9,33,1,411,1,8
天津市,14,47,0,136,0,3
河北省,0,0,0,318,0,6
山西省,0,0,0,133,0,0
内蒙古自治区,0,10,0,75,0,0
辽宁省,15,29,0,121,0,1
吉林省,3,6,0,93,0,1
黑龙江省,0,0,0,480,0,13
上海市,28,57,0,337,0,3
江苏省,0,7,0,631,0,0
浙江省,0,3,0,1205,0,1
安徽省,0,0,0,990,0,6
福建省,0,0,0,296,0,1
江西省,1,1,0,935,0,1
山东省,0,0,0,756,0,6
河南省,0,2,0,1272,1,21
湖北省,159,1171,423,66337,45,2727
